listingid,companyid,company,price,url,long,lat,address,type,rooms,size_m2,listings,text,deposit,rent,electricity,heat,water,tv_internet,b-ordning,other
4023,31,bk-aarhus,6897,https://aarhusbolig.dk/afdelinger/?bolignr=4023&selskab=31&afdeling=1&antalrum=2,56.16729917,10.18904686,Afd. 1  Paludan Müllers Vej/Jens Baggesens Vej,Lejlighed,2,70,201.0,"Husdyr: Det er tilladt af have en lille hund (skulderhøjde højst 40 cm) eller en indekat.Udgifter ud over husleje: Vand og varme betales a/c over huslejen, el afregnes direkte med leverandør.YouSee: Grundpakke betales over huslejen. Yderligere bestilles og betales direkte. Fravalg muligt - lukning af tv-signal kan have konsekvenser for internet, spørg YouSee.Særlige vilkår: Der er komfur og emhætte. Eget køleskab medbringes. I ungdomsboligerne er der komfur og lille køleskab m/frostboks.Fælles vaskeri mod betaling.I nogle boliger er der skydeglas parti på altanen - huslejen i disse boliger er ca. 275,- højere end boliger uden skydeglas parti.Der er mulighed for at leje ekstra kælderrum, kontakt udlejningsafdelingen for at komme på ventelisten.Yderligere info: Afdelingen er beliggende på Paludan-Müllers Vej og Jens Baggesens Vej. 250 m til daginstitution, 200 m til indkøb, 400 m til skole. Der er dørtelefon. Der hører et tremmerum til hver lejlighed. Der er dartklub hver uge, lokalet kan lejes til private fester. Der er gæstelejlighed.",10600.0,5366.0,,691.0,200.0,205.0,,7671.35634603
3003,31,bk-aarhus,7642,https://aarhusbolig.dk/afdelinger/?bolignr=3003&selskab=31&afdeling=1&antalrum=3,56.16729917,10.18904686,Afd. 1  Paludan Müllers Vej/Jens Baggesens Vej,Lejlighed,3,77,75.0,"Husdyr: Det er tilladt af have en lille hund (skulderhøjde højst 40 cm) eller en indekat.Udgifter ud over husleje: Vand og varme betales a/c over huslejen, el afregnes direkte med leverandør.YouSee: Grundpakke betales over huslejen. Yderligere bestilles og betales direkte. Fravalg muligt - lukning af tv-signal kan have konsekvenser for internet, spørg YouSee.Særlige vilkår: Der er komfur og emhætte. Eget køleskab medbringes. I ungdomsboligerne er der komfur og lille køleskab m/frostboks.Fælles vaskeri mod betaling.I nogle boliger er der skydeglas parti på altanen - huslejen i disse boliger er ca. 275,- højere end boliger uden skydeglas parti.Der er mulighed for at leje ekstra kælderrum, kontakt udlejningsafdelingen for at komme på ventelisten.Yderligere info: Afdelingen er beliggende på Paludan-Müllers Vej og Jens Baggesens Vej. 250 m til daginstitution, 200 m til indkøb, 400 m til skole. Der er dørtelefon. Der hører et tremmerum til hver lejlighed. Der er dartklub hver uge, lokalet kan lejes til private fester. Der er gæstelejlighed.",11100.0,5790.0,,795.0,219.0,205.0,,8496.35634603
34,31,bk-aarhus,8304,https://aarhusbolig.dk/afdelinger/?bolignr=34&selskab=31&afdeling=2&antalrum=3,56.17843214,10.19509792,Afd. 2 Haugesundsvej m.fl.,Rækkehus,3,102,2.0,"Husdyr: Det er tilladt at holde husdyr.Udgifter ud over husleje: Vand, varme og el afregnes direkte med leverandør. YouSee: Det er muligt at vælge lille, mellem eller stor pakke, afregnes over huslejen. Fravalg muligt.Særlige vilkår: Medbring selv hårde hvidevarer.Der er ikke vaskeri i afdelingen.Alle boliger vil som følge af en gennemgribende renovering af tag og murværk m.m. få en samlet huslejestigning på ca. 2.125 kr. pr. måned. Den første huslejestigning er effektueret her i 2023, men de sidste vil blive indfaset i de kommende år, og der vil komme en månedlig huslejestigning som følge af denne renovering  på ca. 425 kr. pr. måned i årene 2024, 2025, 2026 og 2027. Vær opmærksom på at stigningen eventuelt berettiger til boligstøtte. Renoveringen omhandler bl.a. udskiftning af tagkonstruktion og tagbelægning, nye facademure på sydgavle inkl. nye vinduer og terrassedøre i sydgavle og renovering af murværk.Derudover vil der for IKKE renoverede boliger, grundet indvendig renovering, komme en huslejestigning på ca. kr. 2.100,- pr. måned. Stigningen træder i kraft 2-4 måneder efter indflytning.Yderligere info: Afdelingen er beliggende på Haugesundsvej, Kristianssundsvej og Stockholmsgade. 50-400 m til daginstitution, 300 m til indkøb, 500 m til skole.",25000.0,6033.0,,,,450.0,,10298.37353006
14,31,bk-aarhus,7619,https://aarhusbolig.dk/afdelinger/?bolignr=14&selskab=31&afdeling=2&antalrum=4,56.17843214,10.19509792,Afd. 2 Haugesundsvej m.fl.,Rækkehus,4,102,34.0,"Husdyr: Det er tilladt at holde husdyr.Udgifter ud over husleje: Vand, varme og el afregnes direkte med leverandør. YouSee: Det er muligt at vælge lille, mellem eller stor pakke, afregnes over huslejen. Fravalg muligt.Særlige vilkår: Medbring selv hårde hvidevarer.Der er ikke vaskeri i afdelingen.Alle boliger vil som følge af en gennemgribende renovering af tag og murværk m.m. få en samlet huslejestigning på ca. 2.125 kr. pr. måned. Den første huslejestigning er effektueret her i 2023, men de sidste vil blive indfaset i de kommende år, og der vil komme en månedlig huslejestigning som følge af denne renovering  på ca. 425 kr. pr. måned i årene 2024, 2025, 2026 og 2027. Vær opmærksom på at stigningen eventuelt berettiger til boligstøtte. Renoveringen omhandler bl.a. udskiftning af tagkonstruktion og tagbelægning, nye facademure på sydgavle inkl. nye vinduer og terrassedøre i sydgavle og renovering af murværk.Derudover vil der for IKKE renoverede boliger, grundet indvendig renovering, komme en huslejestigning på ca. kr. 2.100,- pr. måned. Stigningen træder i kraft 2-4 måneder efter indflytning.Yderligere info: Afdelingen er beliggende på Haugesundsvej, Kristianssundsvej og Stockholmsgade. 50-400 m til daginstitution, 300 m til indkøb, 500 m til skole.",25000.0,6033.0,,,,,,9411.37353006
258,31,bk-aarhus,3119,https://aarhusbolig.dk/afdelinger/?bolignr=258&selskab=31&afdeling=3&antalrum=1,56.16789651,10.18484116,Afd. 3 Viggo Stuckenbergs Vej,Lejlighed,1,28,15.0,"Husdyr: Det er tilladt at holde højest 2 neutraliserede indekatte.Udgifter ud over husleje: Vand og varme betales a/c over huslejen. El afregnes direkte med leverandør.Stofa: Alt bestilles og betales direkte til Stofa.Særlige vilkår: Der er komfur og emhætte. Medbring selv køleskab. Fællesvaskeri mod betaling.Der er mulighed for at leje ekstra kælderrum, kontakt udlejningsafdelingen for at komme på ventelisten.Yderligere info: Afdelingen er beliggende på Viggo Stuckenbergs Vej og Otto Benzons Vej. 200 m til daginstitution, 250 m til indkøb, 250 m til skole. Der er dørtelefon. Der hører et tremmerum til hvert lejemål.  Tag er udskiftet omkring 2001.Vinduer er udskiftet ca. 2008. Køkken og bad er udskiftet i 2016.",3920.0,1915.0,,241.0,83.0,,,4109.35273767
256,31,bk-aarhus,4117,https://aarhusbolig.dk/afdelinger/?bolignr=256&selskab=31&afdeling=3&antalrum=1,56.16789651,10.18484116,Afd. 3 Viggo Stuckenbergs Vej,Lejlighed,1,41,15.0,"Husdyr: Det er tilladt at holde højest 2 neutraliserede indekatte.Udgifter ud over husleje: Vand og varme betales a/c over huslejen. El afregnes direkte med leverandør.Stofa: Alt bestilles og betales direkte til Stofa.Særlige vilkår: Der er komfur og emhætte. Medbring selv køleskab. Fællesvaskeri mod betaling.Der er mulighed for at leje ekstra kælderrum, kontakt udlejningsafdelingen for at komme på ventelisten.Yderligere info: Afdelingen er beliggende på Viggo Stuckenbergs Vej og Otto Benzons Vej. 200 m til daginstitution, 250 m til indkøb, 250 m til skole. Der er dørtelefon. Der hører et tremmerum til hvert lejemål.  Tag er udskiftet omkring 2001.Vinduer er udskiftet ca. 2008. Køkken og bad er udskiftet i 2016.",5740.0,2786.0,,329.0,122.0,,,5120.35273767
43,31,bk-aarhus,4777,https://aarhusbolig.dk/afdelinger/?bolignr=43&selskab=31&afdeling=3&antalrum=1,56.16789651,10.18484116,Afd. 3 Viggo Stuckenbergs Vej,Lejlighed,1,50,15.0,"Husdyr: Det er tilladt at holde højest 2 neutraliserede indekatte.Udgifter ud over husleje: Vand og varme betales a/c over huslejen. El afregnes direkte med leverandør.Stofa: Alt bestilles og betales direkte til Stofa.Særlige vilkår: Der er komfur og emhætte. Medbring selv køleskab. Fællesvaskeri mod betaling.Der er mulighed for at leje ekstra kælderrum, kontakt udlejningsafdelingen for at komme på ventelisten.Yderligere info: Afdelingen er beliggende på Viggo Stuckenbergs Vej og Otto Benzons Vej. 200 m til daginstitution, 250 m til indkøb, 250 m til skole. Der er dørtelefon. Der hører et tremmerum til hvert lejemål.  Tag er udskiftet omkring 2001.Vinduer er udskiftet ca. 2008. Køkken og bad er udskiftet i 2016.",7000.0,3378.0,,500.0,139.0,,,5669.35273767
36,31,bk-aarhus,5188,https://aarhusbolig.dk/afdelinger/?bolignr=36&selskab=31&afdeling=3&antalrum=2,56.16789651,10.18484116,Afd. 3 Viggo Stuckenbergs Vej,Lejlighed,2,55,56.0,"Husdyr: Det er tilladt at holde højest 2 neutraliserede indekatte.Udgifter ud over husleje: Vand og varme betales a/c over huslejen. El afregnes direkte med leverandør.Stofa: Alt bestilles og betales direkte til Stofa.Særlige vilkår: Der er komfur og emhætte. Medbring selv køleskab. Fællesvaskeri mod betaling.Der er mulighed for at leje ekstra kælderrum, kontakt udlejningsafdelingen for at komme på ventelisten.Yderligere info: Afdelingen er beliggende på Viggo Stuckenbergs Vej og Otto Benzons Vej. 200 m til daginstitution, 250 m til indkøb, 250 m til skole. Der er dørtelefon. Der hører et tremmerum til hvert lejemål.  Tag er udskiftet omkring 2001.Vinduer er udskiftet ca. 2008. Køkken og bad er udskiftet i 2016.",7700.0,3717.0,,558.0,153.0,,,6127.35273767
236,31,bk-aarhus,5774,https://aarhusbolig.dk/afdelinger/?bolignr=236&selskab=31&afdeling=3&antalrum=2,56.16789651,10.18484116,Afd. 3 Viggo Stuckenbergs Vej,Lejlighed,2,63,56.0,"Husdyr: Det er tilladt at holde højest 2 neutraliserede indekatte.Udgifter ud over husleje: Vand og varme betales a/c over huslejen. El afregnes direkte med leverandør.Stofa: Alt bestilles og betales direkte til Stofa.Særlige vilkår: Der er komfur og emhætte. Medbring selv køleskab. Fællesvaskeri mod betaling.Der er mulighed for at leje ekstra kælderrum, kontakt udlejningsafdelingen for at komme på ventelisten.Yderligere info: Afdelingen er beliggende på Viggo Stuckenbergs Vej og Otto Benzons Vej. 200 m til daginstitution, 250 m til indkøb, 250 m til skole. Der er dørtelefon. Der hører et tremmerum til hvert lejemål.  Tag er udskiftet omkring 2001.Vinduer er udskiftet ca. 2008. Køkken og bad er udskiftet i 2016.",8820.0,4253.0,,455.0,186.0,,,6841.35273767
53,31,bk-aarhus,6583,https://aarhusbolig.dk/afdelinger/?bolignr=53&selskab=31&afdeling=3&antalrum=3,56.16789651,10.18484116,Afd. 3 Viggo Stuckenbergs Vej,Lejlighed,3,73,33.0,"Husdyr: Det er tilladt at holde højest 2 neutraliserede indekatte.Udgifter ud over husleje: Vand og varme betales a/c over huslejen. El afregnes direkte med leverandør.Stofa: Alt bestilles og betales direkte til Stofa.Særlige vilkår: Der er komfur og emhætte. Medbring selv køleskab. Fællesvaskeri mod betaling.Der er mulighed for at leje ekstra kælderrum, kontakt udlejningsafdelingen for at komme på ventelisten.Yderligere info: Afdelingen er beliggende på Viggo Stuckenbergs Vej og Otto Benzons Vej. 200 m til daginstitution, 250 m til indkøb, 250 m til skole. Der er dørtelefon. Der hører et tremmerum til hvert lejemål.  Tag er udskiftet omkring 2001.Vinduer er udskiftet ca. 2008. Køkken og bad er udskiftet i 2016.",10220.0,5016.0,,606.0,201.0,,,7518.35273767
242,31,bk-aarhus,7017,https://aarhusbolig.dk/afdelinger/?bolignr=242&selskab=31&afdeling=3&antalrum=3,56.16789651,10.18484116,Afd. 3 Viggo Stuckenbergs Vej,Lejlighed,3,78,33.0,"Husdyr: Det er tilladt at holde højest 2 neutraliserede indekatte.Udgifter ud over husleje: Vand og varme betales a/c over huslejen. El afregnes direkte med leverandør.Stofa: Alt bestilles og betales direkte til Stofa.Særlige vilkår: Der er komfur og emhætte. Medbring selv køleskab. Fællesvaskeri mod betaling.Der er mulighed for at leje ekstra kælderrum, kontakt udlejningsafdelingen for at komme på ventelisten.Yderligere info: Afdelingen er beliggende på Viggo Stuckenbergs Vej og Otto Benzons Vej. 200 m til daginstitution, 250 m til indkøb, 250 m til skole. Der er dørtelefon. Der hører et tremmerum til hvert lejemål.  Tag er udskiftet omkring 2001.Vinduer er udskiftet ca. 2008. Køkken og bad er udskiftet i 2016.",10920.0,5325.0,,582.0,230.0,,,8077.35273767
253,31,bk-aarhus,7247,https://aarhusbolig.dk/afdelinger/?bolignr=253&selskab=31&afdeling=3&antalrum=4,56.16789651,10.18484116,Afd. 3 Viggo Stuckenbergs Vej,Lejlighed,4,79,14.0,"Husdyr: Det er tilladt at holde højest 2 neutraliserede indekatte.Udgifter ud over husleje: Vand og varme betales a/c over huslejen. El afregnes direkte med leverandør.Stofa: Alt bestilles og betales direkte til Stofa.Særlige vilkår: Der er komfur og emhætte. Medbring selv køleskab. Fællesvaskeri mod betaling.Der er mulighed for at leje ekstra kælderrum, kontakt udlejningsafdelingen for at komme på ventelisten.Yderligere info: Afdelingen er beliggende på Viggo Stuckenbergs Vej og Otto Benzons Vej. 200 m til daginstitution, 250 m til indkøb, 250 m til skole. Der er dørtelefon. Der hører et tremmerum til hvert lejemål.  Tag er udskiftet omkring 2001.Vinduer er udskiftet ca. 2008. Køkken og bad er udskiftet i 2016.",11060.0,5413.0,,720.0,234.0,,,8290.35273767
56,31,bk-aarhus,7973,https://aarhusbolig.dk/afdelinger/?bolignr=56&selskab=31&afdeling=3&antalrum=4,56.16789651,10.18484116,Afd. 3 Viggo Stuckenbergs Vej,Lejlighed,4,94,14.0,"Husdyr: Det er tilladt at holde højest 2 neutraliserede indekatte.Udgifter ud over husleje: Vand og varme betales a/c over huslejen. El afregnes direkte med leverandør.Stofa: Alt bestilles og betales direkte til Stofa.Særlige vilkår: Der er komfur og emhætte. Medbring selv køleskab. Fællesvaskeri mod betaling.Der er mulighed for at leje ekstra kælderrum, kontakt udlejningsafdelingen for at komme på ventelisten.Yderligere info: Afdelingen er beliggende på Viggo Stuckenbergs Vej og Otto Benzons Vej. 200 m til daginstitution, 250 m til indkøb, 250 m til skole. Der er dørtelefon. Der hører et tremmerum til hvert lejemål.  Tag er udskiftet omkring 2001.Vinduer er udskiftet ca. 2008. Køkken og bad er udskiftet i 2016.",13160.0,6207.0,,745.0,261.0,,,8911.35273767
89,31,bk-aarhus,4475,https://aarhusbolig.dk/afdelinger/?bolignr=89&selskab=31&afdeling=4&antalrum=1,56.16605666,10.19132137,Afd. 4 H.V. Kaalunds Vej / Chr. Molbechs Vej,Lejlighed,1,41,6.0,"Husdyr: Det er tilladt at holde en neutraliseret hund/kat.Udgifter ud over husleje: Vand er inkl. i nettolejen, varme betales a/c over huslejen. El afregnes direkte med leverandør.Fibia: Bestilles og betales direkte til Fibia.Særlige vilkår: Medbring selv komfur og køleskab. Fælles vaskeri mod betaling.Der arbejdes i øjeblikket på et projekt med skift af hoved- og kælderdøre. Dette vil give en huslejestigning på ca. 0,9% - stigningen træder i kraft når alt er færdigt.Der er mulighed for at leje ekstra kælderrum og P-plads - kontakt ejendomsfunktionæren for at komme på ventelisten.Yderligere info: Afdelingen er beliggende på H.V. Kaalunds Vej og Chr. Molbechs Vej. 300 til daginstitution, 500 m til indkøb, 300 m til skole. Der er dørtelefon. Der er 1 tremmerum til hvert lejemål.",8000.0,3541.0,,622.0,,,,4901.35737803
46,31,bk-aarhus,5159,https://aarhusbolig.dk/afdelinger/?bolignr=46&selskab=31&afdeling=4&antalrum=2,56.16605666,10.19132137,Afd. 4 H.V. Kaalunds Vej / Chr. Molbechs Vej,Lejlighed,2,65,36.0,"Husdyr: Det er tilladt at holde en neutraliseret hund/kat.Udgifter ud over husleje: Vand er inkl. i nettolejen, varme betales a/c over huslejen. El afregnes direkte med leverandør.Fibia: Bestilles og betales direkte til Fibia.Særlige vilkår: Medbring selv komfur og køleskab. Fælles vaskeri mod betaling.Der arbejdes i øjeblikket på et projekt med skift af hoved- og kælderdøre. Dette vil give en huslejestigning på ca. 0,9% - stigningen træder i kraft når alt er færdigt.Der er mulighed for at leje ekstra kælderrum og P-plads - kontakt ejendomsfunktionæren for at komme på ventelisten.Yderligere info: Afdelingen er beliggende på H.V. Kaalunds Vej og Chr. Molbechs Vej. 300 til daginstitution, 500 m til indkøb, 300 m til skole. Der er dørtelefon. Der er 1 tremmerum til hvert lejemål.",10000.0,4604.0,,555.0,,,,5328.35737803
9,31,bk-aarhus,5396,https://aarhusbolig.dk/afdelinger/?bolignr=9&selskab=31&afdeling=4&antalrum=3,56.16605666,10.19132137,Afd. 4 H.V. Kaalunds Vej / Chr. Molbechs Vej,Lejlighed,3,65,58.0,"Husdyr: Det er tilladt at holde en neutraliseret hund/kat.Udgifter ud over husleje: Vand er inkl. i nettolejen, varme betales a/c over huslejen. El afregnes direkte med leverandør.Fibia: Bestilles og betales direkte til Fibia.Særlige vilkår: Medbring selv komfur og køleskab. Fælles vaskeri mod betaling.Der arbejdes i øjeblikket på et projekt med skift af hoved- og kælderdøre. Dette vil give en huslejestigning på ca. 0,9% - stigningen træder i kraft når alt er færdigt.Der er mulighed for at leje ekstra kælderrum og P-plads - kontakt ejendomsfunktionæren for at komme på ventelisten.Yderligere info: Afdelingen er beliggende på H.V. Kaalunds Vej og Chr. Molbechs Vej. 300 til daginstitution, 500 m til indkøb, 300 m til skole. Der er dørtelefon. Der er 1 tremmerum til hvert lejemål.",12000.0,4604.0,,555.0,,,,5825.35737803
11,31,bk-aarhus,6216,https://aarhusbolig.dk/afdelinger/?bolignr=11&selskab=31&afdeling=4&antalrum=3,56.16605666,10.19132137,Afd. 4 H.V. Kaalunds Vej / Chr. Molbechs Vej,Lejlighed,3,77,58.0,"Husdyr: Det er tilladt at holde en neutraliseret hund/kat.Udgifter ud over husleje: Vand er inkl. i nettolejen, varme betales a/c over huslejen. El afregnes direkte med leverandør.Fibia: Bestilles og betales direkte til Fibia.Særlige vilkår: Medbring selv komfur og køleskab. Fælles vaskeri mod betaling.Der arbejdes i øjeblikket på et projekt med skift af hoved- og kælderdøre. Dette vil give en huslejestigning på ca. 0,9% - stigningen træder i kraft når alt er færdigt.Der er mulighed for at leje ekstra kælderrum og P-plads - kontakt ejendomsfunktionæren for at komme på ventelisten.Yderligere info: Afdelingen er beliggende på H.V. Kaalunds Vej og Chr. Molbechs Vej. 300 til daginstitution, 500 m til indkøb, 300 m til skole. Der er dørtelefon. Der er 1 tremmerum til hvert lejemål.",12000.0,5158.0,,661.0,,,,6817.35737803
39,31,bk-aarhus,7356,https://aarhusbolig.dk/afdelinger/?bolignr=39&selskab=31&afdeling=4&antalrum=4,56.16605666,10.19132137,Afd. 4 H.V. Kaalunds Vej / Chr. Molbechs Vej,Lejlighed,4,93,18.0,"Husdyr: Det er tilladt at holde en neutraliseret hund/kat.Udgifter ud over husleje: Vand er inkl. i nettolejen, varme betales a/c over huslejen. El afregnes direkte med leverandør.Fibia: Bestilles og betales direkte til Fibia.Særlige vilkår: Medbring selv komfur og køleskab. Fælles vaskeri mod betaling.Der arbejdes i øjeblikket på et projekt med skift af hoved- og kælderdøre. Dette vil give en huslejestigning på ca. 0,9% - stigningen træder i kraft når alt er færdigt.Der er mulighed for at leje ekstra kælderrum og P-plads - kontakt ejendomsfunktionæren for at komme på ventelisten.Yderligere info: Afdelingen er beliggende på H.V. Kaalunds Vej og Chr. Molbechs Vej. 300 til daginstitution, 500 m til indkøb, 300 m til skole. Der er dørtelefon. Der er 1 tremmerum til hvert lejemål.",14000.0,5897.0,,794.0,,,,8202.35737803
13,31,bk-aarhus,7327,https://aarhusbolig.dk/afdelinger/?bolignr=13&selskab=31&afdeling=6&antalrum=2,56.18368693,10.20578384,Afd. 6 Risvang Allé / Bethesdavej,Rækkehus,2,67,2.0,"Husdyr: Det er tilladt at holde 2 husdyr (hund og/eller kat). Der er forbud mod muskel-/kamphunde. Specifikke racer er nævnt i ordensreglementet.Udgifter ud over husleje: Vand, varme og el afregnes direkte med leverandør. YouSee: Det er muligt at vælge lille, mellem eller stor pakke, afregnes over huslejen. Fravalg muligt.Særlige vilkår: Der er komfur og emhætte. Medbring selv køleskab. Der er ikke vaskeri.Yderligere info: Afdelingen er beliggende på Risvang Allé og Bethesdavej. 500 m til daginstitution, 800 m til indkøb, 600 m til skole.",9380.0,6735.0,,,,592.0,,7464.38947077
6,31,bk-aarhus,8375,https://aarhusbolig.dk/afdelinger/?bolignr=6&selskab=31&afdeling=6&antalrum=3,56.18368693,10.20578384,Afd. 6 Risvang Allé / Bethesdavej,Rækkehus,3,79,8.0,"Husdyr: Det er tilladt at holde 2 husdyr (hund og/eller kat). Der er forbud mod muskel-/kamphunde. Specifikke racer er nævnt i ordensreglementet.Udgifter ud over husleje: Vand, varme og el afregnes direkte med leverandør. YouSee: Det er muligt at vælge lille, mellem eller stor pakke, afregnes over huslejen. Fravalg muligt.Særlige vilkår: Der er komfur og emhætte. Medbring selv køleskab. Der er ikke vaskeri.Yderligere info: Afdelingen er beliggende på Risvang Allé og Bethesdavej. 500 m til daginstitution, 800 m til indkøb, 600 m til skole.",11060.0,7257.0,,,,448.0,,9201.38947077
9,31,bk-aarhus,8452,https://aarhusbolig.dk/afdelinger/?bolignr=9&selskab=31&afdeling=6&antalrum=4,56.18368693,10.20578384,Afd. 6 Risvang Allé / Bethesdavej,Rækkehus,4,64,8.0,"Husdyr: Det er tilladt at holde 2 husdyr (hund og/eller kat). Der er forbud mod muskel-/kamphunde. Specifikke racer er nævnt i ordensreglementet.Udgifter ud over husleje: Vand, varme og el afregnes direkte med leverandør. YouSee: Det er muligt at vælge lille, mellem eller stor pakke, afregnes over huslejen. Fravalg muligt.Særlige vilkår: Der er komfur og emhætte. Medbring selv køleskab. Der er ikke vaskeri.Yderligere info: Afdelingen er beliggende på Risvang Allé og Bethesdavej. 500 m til daginstitution, 800 m til indkøb, 600 m til skole.",16300.0,7219.0,,,,213.0,,9614.38947077
2,31,bk-aarhus,13343,https://aarhusbolig.dk/afdelinger/?bolignr=2&selskab=31&afdeling=6&antalrum=4,56.18368693,10.20578384,Afd. 6 Risvang Allé / Bethesdavej,Rækkehus,4,114,8.0,"Husdyr: Det er tilladt at holde 2 husdyr (hund og/eller kat). Der er forbud mod muskel-/kamphunde. Specifikke racer er nævnt i ordensreglementet.Udgifter ud over husleje: Vand, varme og el afregnes direkte med leverandør. YouSee: Det er muligt at vælge lille, mellem eller stor pakke, afregnes over huslejen. Fravalg muligt.Særlige vilkår: Der er komfur og emhætte. Medbring selv køleskab. Der er ikke vaskeri.Yderligere info: Afdelingen er beliggende på Risvang Allé og Bethesdavej. 500 m til daginstitution, 800 m til indkøb, 600 m til skole.",15960.0,10176.0,,,,,,16702.389470770002
10,31,bk-aarhus,6082,https://aarhusbolig.dk/afdelinger/?bolignr=10&selskab=31&afdeling=7&antalrum=2,56.16772926,10.19170761,Afd. 7 Vestre Ringgade,Lejlighed,2,67,4.0,"Husdyr: Det er tilladt at have 1 neutraliseret indekat.Udgifter ud over husleje: Vand og varme betales a/c over huslejen. El afregnes direkte med leverandør.Stofa: Tv/internet bestilles og betales direkte til Stofa.Fibia: Tv/internet bestilles og betales direkte til Fibia.Særlige vilkår: Der er komfur og emfang. Medbring selv køleskab. Fælles vaskeri mod betaling.Der er mulighed for at leje P-plads, kontakt udlejningsafdelingen for at komme på venteliste.Yderligere info: Afdelingen er beliggende Vestre Ringgade. 0-300 m til daginstitution, 200 m til indkøb, 600 m til skole. Der er dørtelefon.Der er tremmerum til hvert lejemål. Køkkener er fra 2011. Badeværelser, tag, og vinduer er renoveret i perioden 1990-2000. Stuevindue er fra 2013.",11000.0,4947.0,,599.0,151.0,,,6606.35943687
33,31,bk-aarhus,5980,https://aarhusbolig.dk/afdelinger/?bolignr=33&selskab=31&afdeling=7&antalrum=3,56.16772926,10.19170761,Afd. 7 Vestre Ringgade,Lejlighed,3,67,32.0,"Husdyr: Det er tilladt at have 1 neutraliseret indekat.Udgifter ud over husleje: Vand og varme betales a/c over huslejen. El afregnes direkte med leverandør.Stofa: Tv/internet bestilles og betales direkte til Stofa.Fibia: Tv/internet bestilles og betales direkte til Fibia.Særlige vilkår: Der er komfur og emfang. Medbring selv køleskab. Fælles vaskeri mod betaling.Der er mulighed for at leje P-plads, kontakt udlejningsafdelingen for at komme på venteliste.Yderligere info: Afdelingen er beliggende Vestre Ringgade. 0-300 m til daginstitution, 200 m til indkøb, 600 m til skole. Der er dørtelefon.Der er tremmerum til hvert lejemål. Køkkener er fra 2011. Badeværelser, tag, og vinduer er renoveret i perioden 1990-2000. Stuevindue er fra 2013.",11000.0,4953.0,,491.0,151.0,,,6533.35943687
12,31,bk-aarhus,6849,https://aarhusbolig.dk/afdelinger/?bolignr=12&selskab=31&afdeling=7&antalrum=3,56.16772926,10.19170761,Afd. 7 Vestre Ringgade,Lejlighed,3,79,32.0,"Husdyr: Det er tilladt at have 1 neutraliseret indekat.Udgifter ud over husleje: Vand og varme betales a/c over huslejen. El afregnes direkte med leverandør.Stofa: Tv/internet bestilles og betales direkte til Stofa.Fibia: Tv/internet bestilles og betales direkte til Fibia.Særlige vilkår: Der er komfur og emfang. Medbring selv køleskab. Fælles vaskeri mod betaling.Der er mulighed for at leje P-plads, kontakt udlejningsafdelingen for at komme på venteliste.Yderligere info: Afdelingen er beliggende Vestre Ringgade. 0-300 m til daginstitution, 200 m til indkøb, 600 m til skole. Der er dørtelefon.Der er tremmerum til hvert lejemål. Køkkener er fra 2011. Badeværelser, tag, og vinduer er renoveret i perioden 1990-2000. Stuevindue er fra 2013.",11500.0,5835.0,,479.0,150.0,,,7414.35943687
13,31,bk-aarhus,7531,https://aarhusbolig.dk/afdelinger/?bolignr=13&selskab=31&afdeling=7&antalrum=4,56.16772926,10.19170761,Afd. 7 Vestre Ringgade,Lejlighed,4,88,24.0,"Husdyr: Det er tilladt at have 1 neutraliseret indekat.Udgifter ud over husleje: Vand og varme betales a/c over huslejen. El afregnes direkte med leverandør.Stofa: Tv/internet bestilles og betales direkte til Stofa.Fibia: Tv/internet bestilles og betales direkte til Fibia.Særlige vilkår: Der er komfur og emfang. Medbring selv køleskab. Fælles vaskeri mod betaling.Der er mulighed for at leje P-plads, kontakt udlejningsafdelingen for at komme på venteliste.Yderligere info: Afdelingen er beliggende Vestre Ringgade. 0-300 m til daginstitution, 200 m til indkøb, 600 m til skole. Der er dørtelefon.Der er tremmerum til hvert lejemål. Køkkener er fra 2011. Badeværelser, tag, og vinduer er renoveret i perioden 1990-2000. Stuevindue er fra 2013.",12500.0,6434.0,,473.0,199.0,,,8138.35943687
4,31,bk-aarhus,4898,https://aarhusbolig.dk/afdelinger/?bolignr=4&selskab=31&afdeling=8&antalrum=1,56.16942567,10.18569946,Afd. 8 Vilhelm Bergsøes Vej  / Peter Fabers Vej,Lejlighed,1,42,12.0,"Husdyr: Det er tilladt at have 2 neutraliserede indekatte.Udgifter ud over husleje: Vand og varme betales a/c over huslejen. El afregnes direkte med leverandør.Stofa: Alt bestilles og betales direkte til Stofa. Fælles internet kan bestilles via Boligkontoret Århus.Særlige vilkår: Der er komfur og emhætte. Medbring selv køleskab. I ungdomsboligerne er der 2 kogeplader. Medbring selv køleskab.Fælles vaskeri mod betaling.Der er mulighed for at leje garage - kontakt udlejningsafdelingen for at komme på ventelisten.Yderligere info: Afdelingen er beliggende på Vilh. Bergsøes Vej og Peter Fabers Vej. 150 m til daginstitution, 250 m til indkøb, 550 m til skole. Der er dørtelefon. Der hører et tremmerum til hvert lejemål. De fleste køkkener er fra 2021/2022 (enkelte lidt ældre). Lukkede altaner og Velux tagaltaner er fra 2008. Vinduer og franske altandøre i facader er fra 2014.",5880.0,3855.0,,289.0,164.0,,,5609.35512513
